Name,Latitude,Longitude,lfd# Nr#,Stadtteil,Anzahl_beh,ort,Straße,Art,Abfuhrtag,Woche-g-ug,Telefon,Zeitbedarf
Papierkorb 200000006,51.46651014,6.631267089,1709,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000158,51.46552661,6.630821424,1710,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000266,51.46944028,6.631149324,1711,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000017,51.47137323,6.625519954,1712,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000678,51.47384916,6.625006394,1713,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000013,51.4772984,6.627544267,1714,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000018,51.47773895,6.627088794,1715,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000239,51.48045058,6.626204671,1716,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000240,51.48032075,6.625772249,1717,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000241,51.48117109,6.625668481,1718,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000242,51.48104821,6.625982719,1719,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000658,51.48005102,6.629999662,1720,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000659,51.48089105,6.630068813,1721,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000661,51.47880103,6.627247548,1722,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000662,51.47705591,6.629282087,1723,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000663,51.47711744,6.627254002,1724,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000665,51.48063834,6.626610607,1725,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000666,51.48071009,6.626769863,1726,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000667,51.4805598,6.626163265,1727,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000001,51.47452877,6.631823815,1728,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000005,51.47121951,6.631720886,1729,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000014,51.47535179,6.630928628,1730,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000015,51.47572068,6.632199911,1731,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000016,51.47520837,6.630351031,1732,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000664,51.47559771,6.633694824,1733,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000673,51.47309781,6.630725367,1734,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000674,51.47413943,6.630853442,1735,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000012,51.48024908,6.63167269,1736,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000652,51.47920059,6.635645293,1737,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000653,51.47933722,6.635676054,1738,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000654,51.47933722,6.635676054,1739,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000655,51.47933722,6.635676054,1740,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000656,51.47935088,6.635676054,1741,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000657,51.47941919,6.635676473,1742,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000020,51.48436083,6.617030846,1743,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000021,51.48514973,6.617041994,1744,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000022,51.48549121,6.617132938,1745,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000023,51.48419009,6.616092995,1746,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000024,51.48286843,6.618709406,1747,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000027,51.48430274,6.615807423,1748,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000028,51.48606839,6.613987628,1749,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000253,51.48221271,6.617419766,1750,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000254,51.48222981,6.617232766,1751,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000474,51.48693918,6.614704365,1752,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000478,51.48634155,6.613774979,1753,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000479,51.48581911,6.61415711,1754,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000480,51.48565172,6.615307108,1755,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000481,51.48538191,6.614683829,1756,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000482,51.48734906,6.614522897,1757,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000487,51.48494823,6.6150958,1758,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000488,51.48466819,6.615652861,1759,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000489,51.4847023,6.615366032,1760,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000494,51.48410811,6.616308158,1761,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000495,51.48373243,6.617151713,1762,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000496,51.48380762,6.61686522,1763,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000497,51.48382807,6.617196975,1764,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000498,51.48434037,6.615980342,1765,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000499,51.48447013,6.615722934,1766,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000635,51.48434037,6.619234029,1767,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000636,51.48475016,6.615625536,1768,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000642,51.48268746,6.61872223,1769,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000668,51.48232201,6.617506854,1770,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000431,51.4874276,6.615662249,1771,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000243,51.48220249,6.62445914,1772,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000629,51.48441204,6.623956226,1773,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000630,51.48442914,6.62417273,1774,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000631,51.48665923,6.620661132,1775,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000632,51.48669678,6.620301716,1776,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000633,51.48691194,6.620175317,1777,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000634,51.48680599,6.620015223,1778,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000637,51.48255084,6.624218831,1779,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000638,51.48245864,6.624405328,1780,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000640,51.48312114,6.619937103,1781,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000641,51.48312114,6.62028118,1782,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000622,51.48586001,6.628425373,1783,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000625,51.48355147,6.628406597,1784,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000626,51.48352758,6.628753189,1785,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000627,51.48360947,6.627155766,1786,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000628,51.48370855,6.627330361,1787,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000010,51.48573713,6.635707989,1788,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000011,51.48561761,6.635259809,1789,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000613,51.48646108,6.632867111,1790,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000617,51.48622203,6.632632753,1791,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000618,51.48612304,6.632618252,1792,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000619,51.48567905,6.630697204,1793,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000620,51.48608884,6.631955244,1794,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000621,51.48619814,6.632157583,1795,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001287,51.42602077,6.644712333,1796,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001288,51.42525919,6.645146934,1797,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001419,51.42566898,6.646115966,1798,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001270,51.43788141,6.644174885,1799,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001271,51.43785752,6.644173628,1800,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001231,51.41906077,6.651010662,1801,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001289,51.4210928,6.648753667,1802,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000319,51.42605832,6.651771739,1803,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001397,51.42437129,6.646960359,1804,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001401,51.42254764,6.649608286,1805,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001402,51.42229828,6.649645921,1806,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001403,51.4222676,6.649432853,1807,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000320,51.42063171,6.656797528,1808,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000321,51.42065903,6.656079534,1809,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000322,51.42046097,6.655157022,1810,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001227,51.42026978,6.65328593,1811,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001228,51.42012628,6.652636668,1812,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001229,51.42023214,6.652709674,1813,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001230,51.41895155,6.652489817,1814,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001290,51.4175206,6.653705612,1815,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001291,51.41760936,6.653850703,1816,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001292,51.41758204,6.65392329,1817,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001388,51.4200785,6.653398247,1818,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001389,51.42033122,6.655571926,1819,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001390,51.42016048,6.653154921,1820,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001391,51.41898911,6.654661819,1821,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001218,51.42362681,6.656007366,1822,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001219,51.42383167,6.657391302,1823,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001220,51.42398883,6.657507895,1824,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001223,51.42291988,6.655437481,1825,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001224,51.42298132,6.655638982,1826,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001226,51.42282081,6.655061804,1827,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000234,51.43086676,6.648173975,1828,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000235,51.43194258,6.647815397,1829,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000236,51.42846937,6.649822192,1830,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000237,51.42798104,6.650433904,1831,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001232,51.43131754,6.648582928,1832,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001233,51.43067214,6.648745621,1833,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001234,51.43110925,6.649083244,1834,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001235,51.43159079,6.650039032,1835,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001236,51.43108193,6.650390821,1836,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001237,51.43028623,6.650408339,1837,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001238,51.43125267,6.650768174,1838,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001239,51.4302999,6.651070844,1839,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001240,51.43083944,6.651840471,1840,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001241,51.4307438,6.651867377,1841,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001242,51.4310375,6.652072733,1842,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001243,51.43129022,6.652119672,1843,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001257,51.43164201,6.651478121,1844,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001258,51.43179908,6.652027052,1845,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001265,51.43149859,6.651245859,1846,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001266,51.43180931,6.650947882,1847,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001405,51.43009152,6.650435161,1848,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001406,51.42988323,6.650704974,1849,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001407,51.42990033,6.651338059,1850,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001408,51.42988667,6.652200809,1851,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001410,51.42947,6.649851194,1852,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001411,51.42998231,6.649785899,1853,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001412,51.4285889,6.651261616,1854,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001413,51.42888947,6.650287891,1855,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001414,51.42923095,6.651400002,1856,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001415,51.42927873,6.651084926,1857,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001260,51.43324027,6.651730835,1858,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001261,51.43269729,6.652097041,1859,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001262,51.43446629,6.652193516,1860,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001269,51.43298755,6.650418565,1861,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001204,51.4305014,6.656853436,1862,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001205,51.43144738,6.656981511,1863,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001210,51.42961007,6.654841946,1864,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001211,51.42994811,6.655810978,1865,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001259,51.4321611,6.65237708,1866,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001404,51.43006763,6.652964903,1867,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001409,51.42993101,6.65260423,1868,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001416,51.42938803,6.653429847,1869,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001417,51.42936758,6.653716676,1870,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001418,51.4293778,6.654077433,1871,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001200,51.43443896,6.657644017,1872,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001245,51.43400185,6.656358233,1873,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001246,51.43430921,6.656634836,1874,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001247,51.43431944,6.656276258,1875,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001248,51.43447995,6.656120438,1876,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001249,51.43251624,6.656853855,1877,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001250,51.43263241,6.656553783,1878,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001251,51.43272118,6.656540539,1879,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001252,51.43480098,6.656267792,1880,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001253,51.43321982,6.655871579,1881,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001254,51.43486242,6.655910052,1882,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001255,51.43538838,6.654838929,1883,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001256,51.43490005,6.656069225,1884,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001263,51.43431944,6.655024672,1885,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001264,51.43343154,6.655428512,1886,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001267,51.4349376,6.652632393,1887,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001284,51.44328749,6.636642069,1888,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000203,51.44879943,6.640991187,1889,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000204,51.4488985,6.641164944,1890,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000213,51.44579074,6.638748357,1891,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000214,51.44403884,6.637572711,1892,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000369,51.44501894,6.636406872,1893,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000981,51.44804816,6.64108037,1894,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000982,51.44685969,6.641049692,1895,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000983,51.44816081,6.640666304,1896,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000984,51.44888828,6.640546778,1897,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000985,51.44804816,6.639412539,1898,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000986,51.44778178,6.639020685,1899,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000988,51.44741977,6.636513155,1900,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000989,51.44739588,6.637130817,1901,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000990,51.44740954,6.637304155,1902,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000991,51.44741977,6.637360482,1903,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000992,51.44746754,6.637535496,1904,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000993,51.44742999,6.637634989,1905,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000226,51.44143995,6.641463339,1906,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000957,51.44213322,6.642940314,1907,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000962,51.44242692,6.642742669,1908,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001278,51.44071936,6.646602619,1909,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001279,51.44167213,6.645176774,1910,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001280,51.44037779,6.642958671,1911,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001283,51.44224243,6.642683325,1912,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000954,51.44374849,6.646241862,1913,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000966,51.44655911,6.642039176,1914,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000967,51.44630305,6.642034482,1915,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000968,51.44631327,6.642136071,1916,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000969,51.44742999,6.641244739,1917,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000980,51.44768958,6.641249014,1918,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000119,51.45083824,6.63769735,1919,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000120,51.45088946,6.637049764,1920,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000121,51.45010063,6.636017952,1921,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000194,51.4505582,6.640799912,1922,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000195,51.4503909,6.640825979,1923,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000196,51.45022016,6.640852885,1924,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000197,51.4503909,6.641142732,1925,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000200,51.44967031,6.640916504,1926,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000201,51.44995035,6.641222946,1927,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000205,51.44922288,6.640680805,1928,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000206,51.44944148,6.640813155,1929,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000344,51.45007331,6.636419194,1930,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000345,51.45001179,6.636677524,1931,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000346,51.4497693,6.635998338,1932,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000356,51.45005965,6.638116529,1933,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000357,51.44967031,6.640758924,1934,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000358,51.44921266,6.640521633,1935,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000359,51.44943126,6.640654821,1936,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000360,51.4499879,6.638418781,1937,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000979,51.4498786,6.640631771,1938,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001003,51.45150075,6.639733985,1939,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001004,51.45176033,6.640082756,1940,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001005,51.45167836,6.640168168,1941,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001006,51.45162715,6.638872996,1942,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001007,51.45142908,6.639503064,1943,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001008,51.45167836,6.639621332,1944,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001009,51.44990592,6.639280189,1945,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001010,51.44956101,6.639722083,1946,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001011,51.44951323,6.639734823,1947,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001012,51.44945171,6.639964487,1948,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001013,51.44951323,6.640252657,1949,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001014,51.44962245,6.639967086,1950,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001015,51.44962932,6.640082337,1951,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001016,51.44963955,6.639851835,1952,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001017,51.4498786,6.64027269,1953,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001018,51.44927074,6.638853718,1954,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001019,51.44938004,6.63918715,1955,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001020,51.44928784,6.64033589,1956,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000185,51.45198916,6.645409036,1957,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000190,51.45008697,6.646489883,1958,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000191,51.45136077,6.643831646,1959,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000192,51.45088946,6.642631693,1960,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000193,51.45167836,6.644614181,1961,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000198,51.44992981,6.642446034,1962,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000199,51.44990592,6.642949283,1963,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000202,51.45008354,6.641311375,1964,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000977,51.45093732,6.646098867,1965,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000978,51.44913068,6.644477136,1966,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000095,51.45848807,6.64443573,1967,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000096,51.45963899,6.644509993,1968,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000097,51.45949214,6.644177064,1969,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000098,51.4595809,6.644120235,1970,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000114,51.456521,6.644940739,1971,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000788,51.4595809,6.645069653,1972,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000789,51.45960135,6.645171242,1973,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000790,51.45960823,6.645458993,1974,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000791,51.45928041,6.64546838,1975,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000792,51.45951946,6.644493816,1976,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000793,51.4595809,6.644926239,1977,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000794,51.45827978,6.645642137,1978,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000795,51.45806805,6.645193035,1979,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000796,51.45795875,6.645090608,1980,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000817,51.45504906,6.646113787,1981,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000818,51.45541107,6.645658733,1982,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000819,51.4554213,6.645989567,1983,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000820,51.455312,6.646060059,1984,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000821,51.45504227,6.645998955,1985,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000822,51.45520278,6.645771051,1986,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000823,51.45554082,6.643516654,1987,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000953,51.44121112,6.648608157,1988,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001268,51.43899126,6.648144973,1989,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001272,51.44132042,6.648695664,1990,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001273,51.44134775,6.647934085,1991,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001274,51.44101985,6.647785977,1992,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001275,51.44128279,6.647213493,1993,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001276,51.44121112,6.647530245,1994,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001277,51.43979383,6.647120453,1995,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000210,51.44711919,6.651612148,1996,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000211,51.44740954,6.650220919,1997,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000222,51.44529898,6.64905508,1998,,1,Moers,,Papierkorb,,,,0.5
